Ticker,Exch.,Name,ICB_Level 2,Mar.Cap (mn USD),Outs. Share,Listed Share,Freefloat (Share),% Freefloat,Total foreign-room (Share),Foreign-owned (Share),Remaining Room (share),% State-owned,% Foreign-owned,% Other-owned,% Remained room,Beta,BVPS (VND),Basic EPS (VND),Basic PE,PB,% ROE,% ROA,EBIT (USD mn),EBITDA (USD mn),,Revenue Plan 2020 (USD mn),"Profit Plan 2020
(USD mn)",Price (VND),T-1,% T-1,% T-3,% 1M,% YTD,% YoY,Matched Vol. ,Put-through Vol.,Matched Value (USD) ,Put-through Value (USD),Total Vol.,"Total Val.
(USD)",TURNOVER 20D,% turnover vs prev 20D,Avg.Vol 20D ,Buying Vol.,Selling Vol.,Net off Vol.,Buying Val.  (USD),Selling Val.  (USD),Net off Val. (USD)
FID,HNX,VNDINVEST,Real Estate L2,1.115493637," 23,539,958 "," 21,999,998 "," 8,238,985 ",35.0%, -   ," (11,514,663)"," 11,514,663 ",0.00%,0.09%,99.91%,48.92%,-0.38," 10,179.92 ", 0.19 ," 5,867.04 ", 0.11 ,0.00%,0.00%,0,0,,8.615861802,0.103390342," 1,100 ", -   ,0.00%,22.22%,10.00%,10.00%,0.00%," 269,600 ", -   ," 11,941 ", -   ," 269,600 "," 11,941 "," 68,090,501 ",307.09%," 68,326 ", -   , -   , -   , -   , -   , -   
GDW,HNX,Gia Dinh Wasuco,Utilities L2,10.02670917," 9,500,000 "," 9,500,000 "," 1,425,000 ",15.0%, -   ," (4,153,600)"," 4,153,600 ",0.00%,5.28%,94.72%,43.72%,-0.93," 16,818.77 "," 1,480.59 ", 16.55 , 1.46 ,9.04%,4.78%,0.769872568,2.468667053,,24.73252057,0.73751777," 24,500 ", -   ,0.00%,-2.00%,-37.66%,-24.62%,25.64%, 10 , -   , 10 , -   , 10 , 10 ," 4,952,000 ",-50.53%, 191 , -   , -   , -   , -   , -   , -   
GKM,HNX,Khang Minh Group,Construction & Materials L2,11.4771202," 14,883,709 "," 14,883,709 "," 10,418,596 ",70.0%, -   ," (7,293,017)"," 7,293,017 ",0.00%,0.00%,100.00%,49.00%,0.24," 11,530.95 ", 286.68 , 62.79 , 1.56 ,2.51%,1.48%,0.482778904,0.685329555,,7.108085986,0.473872399," 17,900 ", (100),-0.56%,-0.56%,0.56%,16.99%,24.47%," 132,500 "," 300,000 "," 101,595 "," 232,628 "," 432,500 "," 334,223 "," 3,112,562,476 ",-24.23%," 211,526 ", -   , -   , -   , -   , -   , -   
GLT,HNX,Global Electrical Technology,Personal & Household Goods L2,8.021655038," 8,131,296 "," 9,236,446 "," 2,032,824 ",25.0%, -   ," (2,477,325)"," 2,477,325 ",0.00%,22.18%,77.82%,30.47%,-0.08," 11,993.08 "," 1,741.45 ", 13.15 , 1.91 ,15.05%,10.85%,0.704619698,0.863000412,,0,0," 22,900 ", -   ,0.00%,15.66%,-10.89%,-25.89%,-36.39%, -   , -   , -   , -   , -   , -   ," 11,637,000 ",-80.32%, 510 , -   , -   , -   , -   , -   , -   
GMX,HNX,My Xuan Brick Tile,Construction & Materials L2,5.380154569," 5,314,448 "," 5,320,694 "," 5,048,726 ",95.0%, -   ," (2,501,140)"," 2,501,140 ",0.00%,1.99%,98.01%,47.06%,0.03," 16,938.98 "," 4,871.02 ", 4.82 , 1.39 ,29.57%,19.11%,1.519292337,1.906405112,,10.55651233,0.96962501," 23,500 ", -   ,0.00%,0.00%,-6.75%,-4.86%,-18.97%, -   , -   , -   , -   , -   , -   ," 2,625,500 ",-10.49%, 110 , -   , -   , -   , -   , -   , -   
HAD,HNX,HADUBECO,Food & Beverage L2,2.377977857," 4,000,000 "," 4,000,000 "," 1,800,000 ",45.0%, -   ," (1,577,394)"," 1,577,394 ",55.00%,9.52%,35.48%,39.43%,0.22," 18,438.70 "," 2,273.52 ", 6.11 , 0.75 ,12.44%,7.73%,0.385230135,0.803488308,,0,0," 13,800 ", (100),-0.72%,0.73%,-2.82%,-28.13%,-40.26%," 13,200 ", -   ," 7,896 ", -   ," 13,200 "," 7,896 "," 137,253,497 ",33.54%," 9,779 "," 1,900 ", -   ," 1,900 "," 1,121 ", -   ," 1,121 "
HAT,HNX,Hanoi Beer Trading,Food & Beverage L2,2.650372636," 3,123,000 "," 3,123,000 "," 1,249,200 ",40.0%, -   ," (1,296,226)"," 1,296,226 ",60.00%,7.47%,32.53%,41.51%,0.80," 21,205.12 "," 4,767.22 ", 4.13 , 0.93 ,22.19%,9.15%,0.485796183,0.638251352,,0,0," 19,700 ", -   ,0.00%,1.03%,-8.37%,-44.66%,-45.58%," 2,100 ", -   ," 1,773 ", -   ," 2,100 "," 1,773 "," 66,171,000 ",-37.81%," 3,400 ", 700 , -   , 700 , 590 , -   , 590 
HBE,HNX,Ha Tinh Books & Equipment,Media L2,0.672787059," 2,231,058 "," 2,231,058 "," 557,765 ",25.0%, -   ," (628,668)"," 628,668 ",0.00%,20.82%,79.18%,28.18%,-0.27," 11,195.98 ", 472.67 , 14.81 , 0.63 ,4.20%,3.32%,0.032446218,0.07671209,,0,0," 7,000 ", -   ,0.00%,0.00%,-11.39%,-32.69%,-14.63%, -   , -   , -   , -   , -   , -   ," 748,000 ",87.17%, 105 , -   , -   , -   , -   , -   , -   
HBS,HNX,Hoa Binh Securities,Financial Services L2,3.269717572," 32,999,980 "," 32,999,980 "," 11,549,993 ",35.0%, -   ," (15,946,158)"," 15,946,158 ",0.00%,0.68%,99.32%,48.32%,-0.37," 11,691.06 ", 199.78 , 11.51 , 0.20 ,1.74%,1.73%,-0.018162014,0.173924644,,0.650497566,0.099943997," 2,300 ", -   ,0.00%,9.52%,15.00%,21.05%,-45.24%," 21,123 ", -   ," 2,050 ", -   ," 21,123 "," 2,050 "," 25,503,500 ",86.41%," 12,488 ", 100 , -   , 100 , 10 , -   , 10 
HCC,HNX,Hoa Cam Concrete,Construction & Materials L2,3.201285306," 6,518,547 "," 6,518,586 "," 2,607,419 ",40.0%, -   ," (2,211,404)"," 2,211,404 ",0.00%,15.08%,84.92%,33.92%,0.57," 13,058.41 "," 1,706.85 ", 6.56 , 0.86 ,12.72%,5.91%,0.668920189,1.182622288,,14.21617197,0.62034205," 11,400 ", 200 ,1.79%,0.88%,7.55%,2.70%,-22.97%," 7,700 ", -   ," 3,749 ", -   ," 7,700 "," 3,749 "," 68,762,500 ",26.57%," 6,120 ", -   , -   , -   , -   , -   , -   
HCT,HNX,Hai Phong Cement and Transport,Industrial Goods & Services L2,0.94682275," 2,016,385 "," 2,016,385 "," 504,096 ",25.0%, -   ," (440,228)"," 440,228 ",53.86%,27.17%,18.97%,21.83%,0.50," 20,117.01 ", 856.65 , 12.72 , 0.54 ,4.36%,3.74%,0.081516718,0.202960846,,0,0," 10,900 ", -   ,0.00%,10.10%,-26.35%,-52.40%,-59.33%, -   , -   , -   , -   , -   , -   ," 17,131,500 ",-74.32%," 1,699 ", -   , -   , -   , -   , -   , -   
HDA,HNX,Dong A Paint,Construction & Materials L2,3.864214018," 11,500,000 "," 11,500,000 "," 10,350,000 ",90.0%, -   ," (4,982,976)"," 4,982,976 ",0.00%,5.67%,94.33%,43.33%,0.35," 15,763.13 "," 1,395.73 ", 5.73 , 0.51 ,8.54%,4.90%,1.471454744,2.227041156,,0,0," 7,800 ", (200),-2.50%,-13.33%,-7.14%,-23.53%,-21.21%," 204,500 ", -   ," 68,905 ", -   ," 204,500 "," 68,905 "," 2,514,565,187 ",-36.39%," 291,992 ", -   , -   , -   , -   , -   , -   
HEV,HNX,Higher Education and Vocational Books,Media L2,0.495412054," 1,000,000 "," 1,000,000 "," 450,000 ",45.0%, -   ," (106,443)"," 106,443 ",21.73%,38.36%,39.91%,10.64%,0.33," 15,754.34 "," 2,349.67 ", 4.89 , 0.73 ,14.95%,10.10%,0.118957381,0.118957381,,0,0," 11,500 ", -   ,0.00%,-9.45%,-31.55%,-3.36%,0.00%, -   , -   , -   , -   , -   , -   ," 962,500 ",19.48%, 65 , -   , -   , -   , -   , -   , -   
HGM,HNX,Ha Giang Mineral,Basic Resources L2,18.53866334," 11,920,720 "," 12,600,000 "," 5,364,324 ",45.0%, -   ," (6,150,400)"," 6,150,400 ",46.64%,0.19%,53.18%,51.59%,-0.02," 12,852.34 ", 290.71 , 124.18 , 2.81 ,2.27%,1.89%,0.520645379,0.964578322,,4.523327446,0.420454056," 36,100 ", -   ,0.00%,0.00%,-2.17%,-7.44%,-16.24%, -   , -   , -   , -   , -   , -   ," 40,897,500 ",527.64%," 1,335 ", -   , -   , -   , -   , -   , -   
HHC,HNX,Haiha Confectionery,Food & Beverage L2,71.4653427," 16,425,000 "," 16,425,000 "," 9,033,750 ",55.0%, -   ," (7,990,440)"," 7,990,440 ",0.00%,0.35%,99.65%,48.65%,-0.54," 25,683.29 "," 1,592.82 ", 63.41 , 3.93 ,6.38%,2.47%,1.433846944,2.479604972,,47.38723991,1.910963684," 101,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
HHG,HNX,Hoang Ha JSC,Travel & Leisure L2,2.254966226," 34,896,354 "," 34,896,354 "," 33,151,536 ",95.0%, -   ," (16,078,581)"," 16,078,581 ",0.00%,2.84%,97.16%,46.08%,0.24," 9,744.04 ", (394.66), (3.80), 0.15 ,-3.92%,-2.66%,0.007127259,1.194590715,,0,0," 1,500 ", -   ,0.00%,7.14%,50.00%,7.14%,0.00%," 42,188 ", -   ," 2,724 ", -   ," 42,188 "," 2,724 "," 148,170,501 ",-57.41%," 115,299 "," 28,000 ", -   ," 28,000 "," 1,811 ", -   ," 1,811 "
HHP,HNX,Hai Phong Hoang Ha Paper,Basic Resources L2,8.60724594," 18,000,000 "," 18,000,000 "," 9,900,000 ",55.0%, -   ," (8,522,930)"," 8,522,930 ",0.00%,1.65%,98.35%,47.35%,0.15," 11,224.88 ", 997.43 , 11.33 , 1.01 ,8.04%,4.09%,1.366502439,1.659210164,,19.98879938,0.874940766," 11,100 ", (200),-1.77%,-2.63%,-15.27%,-8.26%,-25.35%," 450,700 ", -   ," 214,569 ", -   ," 450,700 "," 214,569 "," 3,095,795,501 ",60.89%," 264,253 ", -   , -   , -   , -   , -   , -   
HJS,HNX,Nam Mu Hydropower,Utilities L2,20.80720717," 20,999,900 "," 20,999,900 "," 3,149,985 ",15.0%, -   ," (10,271,323)"," 10,271,323 ",0.00%,0.09%,99.91%,48.91%,-0.04," 13,981.09 "," 2,509.57 ", 8.45 , 1.52 ,17.65%,12.86%,3.315916584,4.806831833,,0,0," 23,000 "," 1,800 ",8.49%,-2.13%,-4.17%,0.00%,-8.37%, 100 , -   , 99 , -   , 100 , 99 ," 3,868,500 ",-40.55%, 165 , -   , -   , -   , -   , -   , -   
HKB,HNX,Ha Noi - Kinh bac Food,Food & Beverage L2,1.778313841," 51,599,999 "," 51,599,999 "," 43,859,999 ",85.0%, -   ," (24,610,589)"," 24,610,589 ",0.00%,1.31%,98.69%,47.69%,-0.07," 7,102.43 ", (55.30), (14.47), 0.11 ,-0.78%,-0.54%,-2.23115751,-2.107774791,,0,0, 800 , -   ,0.00%,14.29%,14.29%,60.00%,14.29%," 841,522 ", -   ," 30,826 ", -   ," 841,522 "," 30,826 "," 214,475,501 ",233.58%," 292,719 ", -   , -   , -   , -   , -   , -   
HKT,HNX,Ego Viet Nam Investment,Food & Beverage L2,1.770761827," 6,135,029 "," 6,135,029 "," 5,521,526 ",90.0%, -   ," (2,982,074)"," 2,982,074 ",0.00%,0.39%,99.61%,48.61%,0.24," 11,198.13 ", 126.63 , 48.17 , 0.54 ,1.14%,0.61%,0.060452507,0.141494961,,0,0," 6,700 ", 600 ,9.84%,19.64%,76.32%,131.03%,116.13%," 21,725 ", -   ," 6,267 ", -   ," 21,725 "," 6,267 "," 29,828,000 ",385.18%," 6,403 ", -   , -   , -   , -   , -   , -   
HLC,HNX,Ha Lam -  Vinacomin Coal,Basic Resources L2,8.977927532," 25,415,199 "," 25,415,199 "," 7,624,560 ",30.0%, -   ," (11,023,038)"," 11,023,038 ",74.21%,5.63%,20.17%,43.37%,0.15," 11,964.20 "," 1,998.08 ", 4.10 , 0.69 ,16.02%,1.47%,17.71194406,37.59515426,,0,0," 8,200 ", -   ,0.00%,0.00%,12.33%,22.39%,17.14%, -   , -   , -   , -   , -   , -   ," 730,000 ",1372.60%, 100 , -   , -   , -   , -   , -   , -   
HLD,HNX,HUDLAND Real Estate,Real Estate L2,17.66251669," 20,000,000 "," 20,000,000 "," 8,000,000 ",40.0%, -   ," (8,049,340)"," 8,049,340 ",51.00%,8.82%,40.18%,40.25%,0.28," 23,348.54 "," 3,959.81 ", 5.15 , 0.87 ,18.17%,10.30%,3.653588459,4.051820263,,0,0," 20,500 ", 100 ,0.49%,3.54%,12.64%,24.24%,35.76%," 32,700 ", -   ," 28,706 ", -   ," 32,700 "," 28,706 "," 840,776,502 ",-20.74%," 42,029 ", -   ," (12,400)"," (12,400)", -   ," (10,893)"," (10,893)"
HLY,HNX,Ha Long I - Viglacera,Construction & Materials L2,2.067610391," 999,905 "," 1,000,000 "," 499,952 ",50.0%, -   ," (430,441)"," 430,441 ",26.00%,5.96%,68.04%,43.05%,-0.03," 13,618.28 ", 135.79 , 353.48 , 3.52 ,0.00%,0.00%,0,0,,2.271270409,0.052418903," 48,000 ", -   ,0.00%,0.00%,7.62%,7.62%,75.82%, -   , -   , -   , -   , -   , -   ," 240,000 ",1900.00%, 5 , -   , -   , -   , -   , -   , -   
HMH,HNX,Hai Minh Corp.,Industrial Goods & Services L2,4.925863021," 12,847,647 "," 13,199,847 "," 10,920,500 ",85.0%, -   ," (3,918,227)"," 3,918,227 ",0.00%,19.32%,80.68%,30.50%,-0.10," 18,284.70 ", 854.33 , 10.42 , 0.49 ,4.60%,4.30%,0.394370209,0.800652892,,0,0," 8,900 ", -   ,0.00%,4.71%,4.71%,-11.00%,-19.09%, -   , -   , -   , -   , -   , -   ," 14,727,500 ",553.74%," 1,707 ", -   , -   , -   , -   , -   , -   
HNM,HNX,Hanoi Milk,Food & Beverage L2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HOM,HNX,VICEM Hoang Mai cement,Construction & Materials L2,9.543424805," 69,228,600 "," 72,000,000 "," 20,768,580 ",30.0%, -   ," (34,546,400)"," 34,546,400 ",70.96%,1.02%,28.02%,49.90%,0.51," 13,774.45 ", 248.95 , 12.85 , 0.23 ,1.82%,1.05%,1.685316338,7.607698476,,0,0," 3,200 ", -   ,0.00%,-3.03%,6.67%,-11.11%,-11.11%," 32,300 ", -   ," 4,407 ", -   ," 32,300 "," 4,407 "," 85,726,500 ",19.32%," 26,912 ", -   , -   , -   , -   , -   , -   
HPM,HNX,Hoang Phuc Mineral,Basic Resources L2,2.111747728," 3,800,000 "," 3,800,000 "," 570,000 ",15.0%, -   ," (1,795,200)"," 1,795,200 ",0.00%,1.76%,98.24%,47.24%,0.00," 6,282.47 "," (1,429.56)", (9.02), 2.05 ,-20.41%,-15.08%,-0.233866447,-0.103330435,,0.646189635,0.155085512," 12,900 ", -   ,0.00%,0.00%,0.00%,0.00%,8.40%, -   , -   , -   , -   , -   , -   ," 64,500 ",1900.00%, 5 , -   , -   , -   , -   , -   , -   
HTC,HNX,Hocmon Trade,Utilities L2,11.32555034," 11,000,000 "," 11,000,000 "," 5,500,000 ",50.0%, -   ," (5,240,300)"," 5,240,300 ",23.86%,1.36%,74.78%,47.64%,-0.07," 24,417.67 "," 3,667.29 ", 6.52 , 0.98 ,15.53%,8.31%,1.833813279,1.795731415,,0,0," 23,900 ", -   ,0.00%,0.00%,-0.42%,-6.64%,-17.59%, -   , -   , -   , -   , -   , -   ," 3,212,000 ",644.08%, 135 , -   , -   , -   , -   , -   , -   
HTP,HNX,Hoa Phat Textbook Book,Media L2,0.701815448," 1,645,580 "," 1,804,980 "," 411,395 ",25.0%, -   ," (880,440)"," 880,440 ",21.14%,0.22%,78.64%,53.50%,0.37," 12,007.94 ", 257.19 , 38.49 , 0.82 ,2.14%,2.04%,-0.037724438,-0.032048791,,0.516951708,0.068926894," 9,900 ", -   ,0.00%,-10.00%,23.75%,-10.00%,37.50%, -   , -   , -   , -   , -   , -   ," 69,348,501 ",-71.23%," 6,670 ", -   , -   , -   , -   , -   , -   
HUT,HNX,Tasco,Construction & Materials L2,31.24569446," 268,631,965 "," 268,631,965 "," 228,337,170 ",85.0%, -   ," (121,273,911)"," 121,273,911 ",0.00%,3.87%,96.13%,45.15%,1.01," 11,985.89 ", 269.12 , 9.29 , 0.21 ,2.27%,0.66%,8.090552358,17.65760076,,0,0," 2,700 ", 200 ,8.00%,8.00%,50.00%,12.50%,-3.57%," 14,987,611 ", -   ," 1,626,199 ", -   ," 14,987,611 "," 1,626,199 "," 16,775,855,541 ",125.01%," 7,349,412 "," 20,000 "," (60,000)"," (40,000)"," 2,176 "," (6,850)"," (4,674)"
HVT,HNX,Viet Tri Chemical,Chemicals L2,17.5142456," 10,988,059 "," 10,988,059 "," 3,296,417 ",30.0%, -   ," (5,186,268)"," 5,186,268 ",68.50%,1.80%,29.70%,47.20%,0.04," 20,113.54 "," 4,255.18 ", 8.70 , 1.84 ,21.52%,9.82%,2.872402331,3.774359682,,0,0," 37,000 ", -   ,0.00%,6.94%,0.27%,2.78%,-22.27%, -   , -   , -   , -   , -   , -   ," 21,304,000 ",-82.63%, 592 , -   , -   , -   , -   , -   , -   
ICG,HNX,Song Hong Construction,Construction & Materials L2,4.390539784," 17,572,000 "," 20,000,000 "," 9,664,600 ",55.0%, -   ," (8,374,746)"," 8,374,746 ",0.00%,7.12%,92.88%,47.66%,0.07," 16,500.75 ", 681.07 , 8.96 , 0.37 ,3.93%,3.29%,0.618365135,0.812155624,,1.322103993,0.232671348," 5,800 ", (300),-4.92%,5.45%,9.43%,-29.27%,-38.30%," 10,100 ", -   ," 2,445 ", -   ," 10,100 "," 2,445 "," 75,359,500 ",-24.68%," 14,270 "," 1,700 ", -   ," 1,700 ", 405 , -   , 405 
IDC,HNX,IDICO,Real Estate L2,233.9206479," 300,000,000 "," 300,000,000 "," 60,000,000 ",20.0%, -   ," (146,083,563)"," 146,083,563 ",36.00%,0.31%,63.69%,48.69%,0.36," 11,640.23 "," 1,329.61 ", 13.84 , 1.58 ,9.49%,2.79%,22.90456755,40.95720274,,0,0," 18,100 ", (300),-1.63%,-5.24%,7.10%,-4.23%,n.a," 15,510 ", -   ," 12,019 ", -   ," 15,510 "," 12,019 "," 792,692,983 ",-64.83%," 246,271 ", 10 , -   , 10 , 8 , -   , 8 
IDJ,HNX,IDJ Financial,Real Estate L2,19.66139663," 32,600,000 "," 32,600,000 "," 30,970,000 ",95.0%, -   ," (14,499,350)"," 14,499,350 ",0.00%,4.53%,95.47%,44.48%,0.26," 10,835.22 ", 270.11 , 50.35 , 1.26 ,2.62%,0.75%,0.568658057,0.68254133,,20.04669797,3.166363676," 14,000 ", 400 ,2.94%,-6.67%,-4.76%,125.81%,300.00%," 1,225,390 ", -   ," 675,420 ", -   ," 1,225,390 "," 675,420 "," 3,842,857,654 ",307.93%," 271,359 ", -   ," (1,000)"," (1,000)", -   , (547), (547)
IDV,HNX,Vinh Phuc Infrastructure Development,Real Estate L2,27.10334239," 17,004,051 "," 18,351,351 "," 9,352,228 ",55.0%, -   ," (6,328,615)"," 6,328,615 ",0.00%,14.48%,85.52%,37.22%,0.34," 19,944.08 "," 7,529.41 ", 4.97 , 1.88 ,42.51%,12.28%,5.674427147,6.027961996,,11.37293758,6.533838797," 37,000 ", (400),-1.07%,-2.37%,-2.63%,-1.33%,27.15%," 17,620 ", -   ," 28,212 ", -   ," 17,620 "," 28,212 "," 355,174,998 ",84.17%," 9,804 "," 6,400 ", -   ," 6,400 "," 10,287 ", -   ," 10,287 "
INC,HNX,IDICO Investment Consultancy,Construction & Materials L2,0.758195839," 2,000,000 "," 1,800,000 "," 500,000 ",25.0%, -   ," (980,000)"," 980,000 ",60.40%,0.00%,39.60%,49.00%,0.50," 13,585.70 "," 1,097.42 ", 8.02 , 0.65 ,8.37%,6.00%,0.125268263,0.14891372,,0,0," 8,800 ", -   ,0.00%,10.00%,12.82%,14.29%,49.15%, -   , -   , -   , -   , -   , -   ," 3,195,000 ",-72.46%, 360 , -   , -   , -   , -   , -   , -   
INN,HNX,Agriculture Printing And Packaging,Industrial Goods & Services L2,19.38568905," 18,000,000 "," 18,000,000 "," 10,800,000 ",60.0%, -   ," (7,044,313)"," 7,044,313 ",0.00%,9.86%,90.14%,39.14%,0.64," 28,420.16 "," 4,606.77 ", 5.43 , 0.88 ,17.21%,11.56%,4.403828604,8.097452645,,0,0," 25,000 ", -   ,0.00%,-0.79%,-10.71%,-14.68%,-28.57%," 20,700 ", -   ," 22,410 ", -   ," 20,700 "," 22,410 "," 361,742,992 ",43.80%," 19,171 ", -   , -   , -   , -   , -   , -   
ITQ,HNX,Thien Quang Group,Basic Resources L2,2.38268481," 22,123,705 "," 23,843,305 "," 21,017,520 ",95.0%, -   ," (11,654,719)"," 11,654,719 ",0.00%,0.12%,99.88%,52.68%,0.89," 11,674.08 ", 92.27 , 28.18 , 0.22 ,0.79%,0.48%,0.32731336,0.768035795,,18.09330978,0.137853789," 2,500 ", (100),-3.85%,-3.85%,-3.85%,25.00%,-10.71%," 62,710 ", -   ," 6,593 ", -   ," 62,710 "," 6,593 "," 243,092,001 ",-37.06%," 99,359 ", -   , -   , -   , -   , -   , -   
IVS,HNX,Vietnam Investment Securities,Financial Services L2,23.00413561," 69,350,000 "," 69,350,000 "," 24,272,500 ",35.0%, -   ," (16,478,839)"," 16,478,839 ",0.00%,76.27%,23.73%,23.76%,0.41," 9,704.17 ", (983.62), (7.12), 0.72 ,-9.90%,-9.81%,-2.724044119,-2.679537708,,0,0," 7,700 ", 700 ,10.00%,10.00%,2.67%,-33.04%,-19.79%," 43,500 ", -   ," 12,876 ", -   ," 43,500 "," 12,876 "," 74,914,000 ",298.98%," 10,577 "," 13,400 "," (38,400)"," (25,000)"," 3,806 "," (11,323)"," (7,517)"
KDM,HNX,HP Vietnam Investment,Construction & Materials L2,0.642312497," 7,100,000 "," 7,100,000 "," 5,680,000 ",80.0%, -   ," (3,455,834)"," 3,455,834 ",0.00%,0.33%,99.67%,48.67%,-0.38," 10,977.73 ", 178.39 , 11.77 , 0.19 ,1.63%,1.25%,-0.038630947,-0.038630947,,0,0," 2,100 ", -   ,0.00%,5.00%,5.00%,-12.50%,-38.24%," 8,400 ", -   , 724 , -   ," 8,400 ", 724 ," 48,153,500 ",-65.09%," 25,120 ", -   , -   , -   , -   , -   , -   
KHS,HNX,KIHUSEA VN,Food & Beverage L2,7.396362375," 12,090,969 "," 12,090,969 "," 4,836,388 ",40.0%, -   ," (5,847,569)"," 5,847,569 ",0.00%,0.64%,99.36%,48.36%,0.30," 14,916.27 "," 2,366.77 ", 6.00 , 0.95 ,13.91%,4.15%,2.311840388,3.457996332,,53.52823849,1.318700728," 14,200 ", -   ,0.00%,0.00%,33.96%,26.79%,26.35%, -   , -   , -   , -   , -   , -   ," 17,891,000 ",-92.06%," 1,395 ", -   , -   , -   , -   , -   , -   
KKC,HNX,KKC Metal,Basic Resources L2,1.071347521," 4,692,300 "," 5,200,000 "," 3,049,995 ",65.0%, -   ," (2,083,780)"," 2,083,780 ",0.00%,8.93%,91.07%,44.41%,-0.14," 12,438.11 "," (2,055.92)", (2.68), 0.44 ,-15.11%,-5.35%,-0.092264373,0.005422172,,23.69361995,0.18954896," 5,300 ", (200),-3.64%,-7.02%,17.78%,-29.33%,-41.11%," 3,500 ", -   , 812 , -   ," 3,500 ", 812 ," 46,821,000 ",-59.74%," 8,810 ", -   , -   , -   , -   , -   , -   
KLF,HNX,KLF Global,Travel & Leisure L2,14.24654814," 165,352,561 "," 165,352,561 "," 165,352,561 ",100.0%, -   ," (79,778,855)"," 79,778,855 ",0.00%,0.75%,99.25%,48.25%,0.04," 10,530.65 ", 135.37 , 14.77 , 0.19 ,1.28%,1.06%,1.067209387,1.28266018,,51.69517081,0.516951708," 2,000 ", -   ,0.00%,0.00%,5.26%,25.00%,33.33%," 5,791,817 ", -   ," 486,575 ", -   ," 5,791,817 "," 486,575 "," 7,782,047,601 ",45.13%," 3,915,331 ", -   , -   , -   , -   , -   , -   
KMT,HNX,Central Vietnam Metal,Basic Resources L2,3.181373153," 9,846,562 "," 9,846,562 "," 1,969,312 ",20.0%, -   ," (4,824,111)"," 4,824,111 ",38.30%,0.01%,61.69%,48.99%,0.27," 12,795.95 ", 537.45 , 13.95 , 0.59 ,4.22%,0.79%,0.710717019,0.837014845,,0,0.275707578," 7,500 ", -   ,0.00%,0.00%,29.31%,-15.73%,33.93%, 10 , -   , 3 , -   , 10 , 3 ," 37,500 ",1900.00%, 5 , -   , -   , -   , -   , -   , -   
KSD,HNX,DNA Investement,Personal & Household Goods L2,3.515271615," 12,000,000 "," 12,000,000 "," 2,400,000 ",20.0%, -   ," (5,797,700)"," 5,797,700 ",0.00%,0.69%,99.31%,48.31%,-0.30," 8,810.08 ", 61.57 , 110.44 , 0.77 ,0.69%,0.67%,0.064601911,0.115451091,,0,0," 6,800 ", -   ,0.00%,-2.86%,17.24%,3.03%,-4.23%, -   , -   , -   , -   , -   , -   ," 710,500 ",1144.19%, 105 , -   , -   , -   , -   , -   , -   
KSQ,HNX,CNC Capital Viet Nam,Basic Resources L2,2.58475854," 30,000,000 "," 30,000,000 "," 25,500,000 ",85.0%, -   ," (14,571,600)"," 14,571,600 ",0.00%,0.43%,99.57%,48.57%,0.97," 10,417.25 ", (14.23), (154.65), 0.21 ,0.00%,0.00%,0,0,,10.76982725,0.344634472," 2,000 ", (200),-9.09%,-9.09%,66.67%,42.86%,11.11%," 49,100 ", -   ," 4,230 ", -   ," 49,100 "," 4,230 "," 187,355,990 ",-47.59%," 100,434 ", -   , -   , -   , -   , -   , -   
KST,HNX,KASATI,Technology L2,2.516787791," 2,996,010 "," 2,996,010 "," 1,348,205 ",45.0%, -   ," (1,447,244)"," 1,447,244 ",33.88%,0.69%,65.43%,48.31%,-0.09," 22,829.65 "," 3,678.16 ", 5.30 , 0.85 ,17.03%,7.48%,0.58229128,0.628485435,,0,0," 19,500 ", -   ,0.00%,0.00%,14.71%,44.44%,14.71%, -   , -   , -   , -   , -   , -   ," 4,083,500 ",43.26%, 213 , -   , -   , -   , -   , -   , -   
KTS,HNX,Kon Tum Sugar,Food & Beverage L2,2.009391289," 5,070,000 "," 5,070,000 "," 3,802,500 ",75.0%, -   ," (1,924,930)"," 1,924,930 ",0.00%,11.03%,88.97%,37.97%,0.38," 31,216.31 ", (411.37), (20.66), 0.27 ,-1.33%,-0.59%,0.144603457,0.028485086,,20.95894542,0.269116443," 9,200 ", 700 ,8.24%,1.10%,15.00%,3.37%,-53.77%, 100 , -   , 40 , -   , 100 , 40 ," 1,614,500 ",-43.02%, 185 , -   , -   , -   , -   , -   , -   
